areaid,value,stationLatitude,stationLongitude
82,"37.58932877, 127.01643372",37.58932877,127.01643372
83,"37.56385803, 127.03031921",37.56385803,127.03031921
84,"37.61503601, 127.02069855",37.61503601,127.02069855
85,"37.60475159, 127.02275848",37.60475159,127.02275848
86,"37.61828613, 127.02404785",37.61828613,127.02404785
87,"37.64473724, 127.02656555",37.64473724,127.02656555
88,"37.61545944, 127.02970123",37.61545944,127.02970123
89,"37.57863235, 127.07190704",37.57863235,127.07190704
90,"37.65012741, 127.03534698",37.65012741,127.03534698
91,"37.59328842, 127.03666687",37.59328842,127.03666687
92,"37.59806824, 127.03927612",37.59806824,127.03927612
93,"37.66297913, 127.04193878",37.66297913,127.04193878
94,"37.59632874, 127.08589935",37.59632874,127.08589935
95,"37.65128708, 127.04554749",37.65128708,127.04554749
96,"37.66867065, 127.04798126",37.66867065,127.04798126
97,"37.61844254, 127.05145264",37.61844254,127.05145264
98,"37.68031311, 127.05506897",37.68031311,127.05506897
99,"37.61938095, 127.0578537",37.61938095,127.0578537
100,"37.63714981, 127.06327057",37.63714981,127.06327057
101,"37.66521454, 127.06613922",37.66521454,127.06613922
102,"37.65045929, 127.08088684",37.65045929,127.08088684
1,"37.58161163, 126.79859924",37.58161163,126.79859924
2,"37.45132065, 126.89762115",37.45132065,126.89762115
3,"37.47737503, 126.82001495",37.47737503,126.82001495
4,"37.57309341, 126.82289886",37.57309341,126.82289886
5,"37.46053696, 126.89860535",37.46053696,126.89860535
6,"37.46455002, 126.88372803",37.46455002,126.88372803
7,"37.55363083, 126.82861328",37.55363083,126.82861328
8,"37.56408691, 126.83084869",37.56408691,126.83084869
9,"37.48937988, 126.834198",37.48937988,126.834198
10,"37.47288132, 126.96003723",37.47288132,126.96003723
11,"37.53033829, 126.83825684",37.53033829,126.83825684
12,"37.48028946, 126.83950043",37.48028946,126.83950043
13,"37.47702789, 126.96339417",37.47702789,126.96339417
14,"37.57036972, 126.84441376",37.57036972,126.84441376
15,"37.56925964, 126.84841919",37.56925964,126.84841919
16,"37.52433395, 126.85054779",37.52433395,126.85054779
17,"37.55833435, 126.85406494",37.55833435,126.85406494
18,"37.51065826, 126.85916138",37.51065826,126.85916138
19,"37.48170471, 126.95082855",37.48170471,126.95082855
20,"37.48288345, 126.90103912",37.48288345,126.90103912
21,"37.52325439, 126.86490631",37.52325439,126.86490631
22,"37.54917908, 126.8687973",37.54917908,126.8687973
23,"37.48490143, 126.93653107",37.48490143,126.93653107
24,"37.4858284, 126.98262787",37.4858284,126.98262787
25,"37.51759338, 126.8765564",37.51759338,126.8765564
26,"37.49545288, 126.88039398",37.49545288,126.88039398
27,"37.48855591, 126.98257446",37.48855591,126.98257446
28,"37.4891777, 126.91927338",37.4891777,126.91927338
29,"37.57597733, 126.88806915",37.57597733,126.88806915
30,"37.49150085, 126.98240662",37.49150085,126.98240662
31,"37.52193069, 126.89161682",37.52193069,126.89161682
32,"37.57566452, 126.89444733",37.57566452,126.89444733
33,"37.4947052, 126.98239136",37.4947052,126.98239136
34,"37.56396484, 126.89820862",37.56396484,126.89820862
35,"37.56842041, 126.89942932",37.56842041,126.89942932
36,"37.49845505, 126.99333954",37.49845505,126.99333954
37,"37.49985504, 126.92956543",37.49985504,126.92956543
38,"37.55894852, 126.90775299",37.55894852,126.90775299
39,"37.5017128, 126.99547577",37.5017128,126.99547577
40,"37.50456619, 126.91023254",37.50456619,126.91023254
41,"37.50321198, 126.95459747",37.50321198,126.95459747
42,"37.50449371, 126.92195129",37.50449371,126.92195129
43,"37.50535583, 126.96617889",37.50535583,126.96617889
44,"37.50585175, 126.93936157",37.50585175,126.93936157
45,"37.63001633, 126.91902924",37.63001633,126.91902924
46,"37.60166168, 126.92030334",37.60166168,126.92030334
47,"37.5093689, 126.92807007",37.5093689,126.92807007
48,"37.59036255, 126.92301178",37.59036255,126.92301178
49,"37.55706024, 126.92442322",37.55706024,126.92442322
50,"37.51290131, 126.92661285",37.51290131,126.92661285
51,"37.55893326, 126.92711639",37.55893326,126.92711639
52,"37.62672043, 126.92901611",37.62672043,126.92901611
53,"37.57807159, 126.93081665",37.57807159,126.93081665
54,"37.60890961, 126.93241882",37.60890961,126.93241882
55,"37.55342865, 126.93379211",37.55342865,126.93379211
56,"37.60129929, 126.93534851",37.60129929,126.93534851
57,"37.5535202, 126.93695068",37.5535202,126.93695068
58,"37.5591011, 126.93917847",37.5591011,126.93917847
59,"37.52856827, 126.96569061",37.52856827,126.96569061
60,"37.54243088, 126.9469986",37.54243088,126.9469986
61,"37.53269958, 126.96437836",37.53269958,126.96437836
62,"37.53452301, 126.97750092",37.53452301,126.97750092
63,"37.53900909, 126.96138",37.53900909,126.96138
64,"37.56477737, 126.96614838",37.56477737,126.96614838
65,"37.53739929, 126.96892548",37.53739929,126.96892548
66,"37.55989075, 126.97149658",37.55989075,126.97149658
67,"37.56543732, 126.97330475",37.56543732,126.97330475
68,"37.56988907, 126.97645569",37.56988907,126.97645569
69,"37.58351517, 126.97966766",37.58351517,126.97966766
70,"37.57039642, 126.98178864",37.57039642,126.98178864
71,"37.57938766, 126.9849472",37.57938766,126.9849472
72,"37.56999207, 126.98834229",37.56999207,126.98834229
73,"37.5703125, 126.99454498",37.5703125,126.99454498
74,"37.57606125, 126.99768066",37.57606125,126.99768066
75,"37.58385468, 127.00185394",37.58385468,127.00185394
76,"37.55348206, 127.16505432",37.55348206,127.16505432
77,"37.56217194, 127.00626373",37.56217194,127.00626373
78,"37.55653, 127.03913116",37.55653,127.03913116
79,"37.66446304, 127.01184082",37.66446304,127.01184082
80,"37.6203804, 127.0136795",37.6203804,127.0136795
81,"37.56119156, 127.04968262",37.56119156,127.04968262
82,"37.64167023, 127.01688385",37.64167023,127.01688385
83,"37.60241699, 127.01971436",37.60241699,127.01971436
84,"37.5868988, 127.02075195",37.5868988,127.02075195
85,"37.63986206, 127.022789",37.63986206,127.022789
86,"37.5794487, 127.02419281",37.5794487,127.02419281
87,"37.63927841, 127.02675629",37.63927841,127.02675629
88,"37.57655716, 127.0743103",37.57655716,127.0743103
89,"37.64519882, 127.03298187",37.64519882,127.03298187
90,"37.63371658, 127.03551483",37.63371658,127.03551483
91,"37.58723831, 127.0431366",37.58723831,127.0431366
92,"37.63238144, 127.03930664",37.63238144,127.03930664
93,"37.6876297, 127.04221344",37.6876297,127.04221344
94,"37.67328262, 127.04399109",37.67328262,127.04399109
95,"37.68400955, 127.04579163",37.68400955,127.04579163
96,"37.60615158, 127.09259796",37.60615158,127.09259796
97,"37.666996, 127.05152893",37.666996,127.05152893
98,"37.62694168, 127.05513",37.62694168,127.05513
99,"37.66524887, 127.05789185",37.66524887,127.05789185
100,"37.65470123, 127.06340027",37.65470123,127.06340027
101,"37.63848877, 127.10790253",37.63848877,127.10790253
102,"37.65050507, 127.07398224",37.65050507,127.07398224
1,"37.57844925, 126.79897308",37.57844925,126.79897308
2,"37.47601318, 126.81645966",37.47601318,126.81645966
3,"37.57049942, 126.82008362",37.57049942,126.82008362
4,"37.45777893, 126.88942719",37.45777893,126.88942719
5,"37.46134567, 126.89758301",37.46134567,126.89758301
6,"37.46488571, 126.91947937",37.46488571,126.91947937
7,"37.51427841, 126.82874298",37.51427841,126.82874298
8,"37.4702301, 126.89507294",37.4702301,126.89507294
9,"37.47182846, 126.93392181",37.47182846,126.93392181
10,"37.50574493, 126.83631134",37.50574493,126.83631134
11,"37.47509003, 126.95922852",37.47509003,126.95922852
12,"37.52228165, 126.83969879",37.52228165,126.83969879
13,"37.56256866, 126.84246063",37.56256866,126.84246063
14,"37.54146957, 126.84477997",37.54146957,126.84477997
15,"37.47874069, 126.89509583",37.47874069,126.89509583
16,"37.47916412, 126.95258331",37.47916412,126.95258331
17,"37.48072052, 126.90932465",37.48072052,126.90932465
18,"37.4813385, 126.95064545",37.4813385,126.95064545
19,"37.51684189, 126.86295319",37.51684189,126.86295319
20,"37.56193161, 126.86386871",37.56193161,126.86386871
21,"37.51237869, 126.86555481",37.51237869,126.86555481
22,"37.4846077, 126.98179626",37.4846077,126.98179626
23,"37.49699783, 126.8717804",37.49699783,126.8717804
24,"37.49340057, 126.87432861",37.49340057,126.87432861
25,"37.4867363, 126.9475174",37.4867363,126.9475174
26,"37.48864746, 126.88047028",37.48864746,126.88047028
27,"37.58320236, 126.88276672",37.58320236,126.88276672
28,"37.5228157, 126.88565063",37.5228157,126.88565063
29,"37.50437927, 126.88829803",37.50437927,126.88829803
30,"37.57147598, 126.88968658",37.57147598,126.88968658
31,"37.52848816, 126.89164734",37.52848816,126.89164734
32,"37.57822037, 126.89447021",37.57822037,126.89447021
33,"37.56684494, 126.89644623",37.56684494,126.89644623
34,"37.53596115, 126.89830017",37.53596115,126.89830017
35,"37.57506943, 126.8999176",37.57506943,126.8999176
36,"37.51821136, 126.90222931",37.51821136,126.90222931
37,"37.52869034, 126.903862",37.52869034,126.903862
38,"37.50046158, 126.90584564",37.50046158,126.90584564
39,"37.57300186, 126.90779877",37.57300186,126.90779877
40,"37.59580994, 126.91026306",37.59580994,126.91026306
41,"37.50362396, 126.99732208",37.50362396,126.99732208
42,"37.6436615, 126.91455841",37.6436615,126.91455841
43,"37.59949112, 126.91686249",37.59949112,126.91686249
44,"37.50592804, 126.96923065",37.50592804,126.96923065
45,"37.51384354, 126.9193573",37.51384354,126.9193573
46,"37.55583954, 126.92043304",37.55583954,126.92043304
47,"37.57812119, 126.92175293",37.57812119,126.92175293
48,"37.51054764, 126.94484711",37.51054764,126.94484711
49,"37.52881622, 126.92453003",37.52881622,126.92453003
50,"37.62094879, 126.92563629",37.62094879,126.92563629
51,"37.51391983, 126.94306946",37.51391983,126.94306946
52,"37.52327728, 126.92923737",37.52327728,126.92923737
53,"37.60956573, 126.93097687",37.60956573,126.93097687
54,"37.51850891, 126.97879791",37.51850891,126.97879791
55,"37.54524231, 126.93411255",37.54524231,126.93411255
56,"37.52177048, 126.977005",37.52177048,126.977005
57,"37.52365112, 126.97026825",37.52365112,126.97026825
58,"37.560009, 126.94073486",37.560009,126.94073486
59,"37.53575134, 126.94403839",37.53575134,126.94403839
60,"37.53452682, 126.9471817",37.53452682,126.9471817
61,"37.55739594, 126.9521637",37.55739594,126.9521637
62,"37.57501602, 126.95755005",37.57501602,126.95755005
63,"37.54232025, 126.96195984",37.54232025,126.96195984
64,"37.53675842, 126.97000122",37.53675842,126.97000122
65,"37.55641556, 126.9691925",37.55641556,126.9691925
66,"37.54198074, 126.97154236",37.54198074,126.97154236
67,"37.55599976, 126.97335815",37.55599976,126.97335815
68,"37.551548, 126.97686005",37.551548,126.97686005
69,"37.56584167, 126.97981262",37.56584167,126.97981262
70,"37.56634521, 126.98229218",37.56634521,126.98229218
71,"37.58341599, 126.98523712",37.58341599,126.98523712
72,"37.57915497, 126.98896027",37.57915497,126.98896027
73,"37.5707016, 126.99481201",37.5707016,126.99481201
74,"37.59261703, 126.99793243",37.59261703,126.99793243
75,"37.55184937, 127.08898163",37.55184937,127.08898163
76,"37.56386566, 127.00274658",37.56386566,127.00274658
77,"37.55509567, 127.15528107",37.55509567,127.15528107
78,"37.56918335, 127.00988007",37.56918335,127.00988007
79,"37.55915833, 127.08751678",37.55915833,127.08751678
80,"37.60028839, 127.01370239",37.60028839,127.01370239
81,"37.64545059, 127.01561737",37.64545059,127.01561737
82,"37.56254578, 127.16448212",37.56254578,127.16448212
83,"37.59415817, 127.01896667",37.59415817,127.01896667
84,"37.59802628, 127.02140808",37.59802628,127.02140808
85,"37.57575989, 127.02283478",37.57575989,127.02283478
86,"37.64173889, 127.02462769",37.64173889,127.02462769
87,"37.57420349, 127.05769348",37.57420349,127.05769348
88,"37.65796661, 127.03009033",37.65796661,127.03009033
89,"37.57986832, 127.08236694",37.57986832,127.08236694
90,"37.58245468, 127.04449463",37.58245468,127.04449463
91,"37.60390854, 127.0373764",37.60390854,127.0373764
92,"37.59096146, 127.08706665",37.59096146,127.08706665
93,"37.59460068, 127.05196381",37.59460068,127.05196381
94,"37.63372803, 127.04436493",37.63372803,127.04436493
95,"37.60279846, 127.06726837",37.60279846,127.06726837
96,"37.64548111, 127.04857635",37.64548111,127.04857635
97,"37.61246109, 127.1033783",37.61246109,127.1033783
98,"37.67361832, 127.05525208",37.67361832,127.05525208
99,"37.66114044, 127.05805206",37.66114044,127.05805206
100,"37.65620041, 127.06362152",37.65620041,127.06362152
101,"37.65103531, 127.06871033",37.65103531,127.06871033
102,"37.65924454, 127.07220459",37.65924454,127.07220459
1,"37.4369812, 126.90329742",37.4369812,126.90329742
2,"37.57303238, 126.81645203",37.57303238,126.81645203
3,"37.55854034, 126.82010651",37.55854034,126.82010651
4,"37.47790527, 126.82311249",37.47790527,126.82311249
5,"37.47937012, 126.82546997",37.47937012,126.82546997
6,"37.5602417, 126.8271637",37.5602417,126.8271637
7,"37.4679985, 126.88684082",37.4679985,126.88684082
8,"37.51409912, 126.83100128",37.51409912,126.83100128
9,"37.56412888, 126.83431244",37.56412888,126.83431244
10,"37.56929398, 126.8361969",37.56929398,126.8361969
11,"37.47507095, 126.90335846",37.47507095,126.90335846
12,"37.47608948, 126.98133087",37.47608948,126.98133087
13,"37.47706985, 126.88442993",37.47706985,126.88442993
14,"37.47777557, 126.91675568",37.47777557,126.91675568
15,"37.52906036, 126.84848022",37.52906036,126.84848022
16,"37.55659866, 126.85147095",37.55659866,126.85147095
17,"37.564785, 126.85464478",37.564785,126.85464478
18,"37.48135376, 126.88694",37.48135376,126.88694
19,"37.50790405, 126.86264801",37.50790405,126.86264801
20,"37.53280258, 126.86392975",37.53280258,126.86392975
21,"37.51732635, 126.86630249",37.51732635,126.86630249
22,"37.48463058, 126.97154999",37.48463058,126.97154999
23,"37.48493958, 126.90132141",37.48493958,126.90132141
24,"37.54719925, 126.87448883",37.54719925,126.87448883
25,"37.54114151, 126.87667847",37.54114151,126.87667847
26,"37.48752975, 126.90487671",37.48752975,126.90487671
27,"37.51424026, 126.88287354",37.51424026,126.88287354
28,"37.53874207, 126.88568115",37.53874207,126.88568115
29,"37.54466629, 126.88835907",37.54466629,126.88835907
30,"37.52252579, 126.88996887",37.52252579,126.88996887
31,"37.52450562, 126.89182281",37.52450562,126.89182281
32,"37.53845978, 126.89450836",37.53845978,126.89450836
33,"37.49474335, 126.98306274",37.49474335,126.98306274
34,"37.57711411, 126.89836121",37.57711411,126.89836121
35,"37.49707794, 126.91779327",37.49707794,126.91779327
36,"37.57720184, 126.90235138",37.57720184,126.90235138
37,"37.56958389, 126.90381622",37.56958389,126.90381622
38,"37.59186172, 126.90608215",37.59186172,126.90608215
39,"37.52974319, 126.90782928",37.52974319,126.90782928
40,"37.50253296, 126.94064331",37.50253296,126.94064331
41,"37.56469727, 126.91261292",37.56469727,126.91261292
42,"37.56855011, 126.91451263",37.56855011,126.91451263
43,"37.61000443, 126.91639709",37.61000443,126.91639709
44,"37.56983566, 126.91809082",37.56983566,126.91809082
45,"37.50704193, 126.95915222",37.50704193,126.95915222
46,"37.50858688, 126.96349335",37.50858688,126.96349335
47,"37.50938034, 126.96361542",37.50938034,126.96361542
48,"37.57222748, 126.92306519",37.57222748,126.92306519
49,"37.51198959, 126.92708588",37.51198959,126.92708588
50,"37.52069473, 126.92583466",37.52069473,126.92583466
51,"37.64586639, 126.92739105",37.64586639,126.92739105
52,"37.51736832, 126.92925262",37.51736832,126.92925262
53,"37.54528427, 126.93105316",37.54528427,126.93105316
54,"37.61442947, 126.93257904",37.61442947,126.93257904
55,"37.52033615, 126.9942627",37.52033615,126.9942627
56,"37.5212822, 126.97346497",37.5212822,126.97346497
57,"37.55113983, 126.93698883",37.55113983,126.93698883
58,"37.59293365, 126.94129181",37.59293365,126.94129181
59,"37.59186172, 126.94421387",37.59186172,126.94421387
60,"37.59432983, 126.9473877",37.59432983,126.9473877
61,"37.5330658, 126.96073151",37.5330658,126.96073151
62,"37.53483963, 126.97766113",37.53483963,126.97766113
63,"37.55996704, 126.96246338",37.55996704,126.96246338
64,"37.56131744, 126.96658325",37.56131744,126.96658325
65,"37.56805038, 126.96923065",37.56805038,126.96923065
66,"37.54902649, 126.97194672",37.54902649,126.97194672
67,"37.56996918, 126.97393799",37.56996918,126.97393799
68,"37.55576706, 126.97718811",37.55576706,126.97718811
69,"37.55965042, 126.97988892",37.55965042,126.97988892
70,"37.56852722, 126.98255157",37.56852722,126.98255157
71,"37.57624054, 126.98616028",37.57624054,126.98616028
72,"37.56787109, 126.98898315",37.56787109,126.98898315
73,"37.59453964, 126.99520874",37.59453964,126.99520874
74,"37.57320023, 126.99796295",37.57320023,126.99796295
75,"37.57714462, 127.00205994",37.57714462,127.00205994
76,"37.60776138, 127.00328064",37.60776138,127.00328064
77,"37.58844757, 127.00670624",37.58844757,127.00670624
78,"37.55657959, 127.04335785",37.55657959,127.04335785
79,"37.65317917, 127.01278687",37.65317917,127.01278687
80,"37.55994034, 127.01847839",37.55994034,127.01847839
81,"37.56703186, 127.01579285",37.56703186,127.01579285
82,"37.58388138, 127.01709747",37.58388138,127.01709747
83,"37.58509827, 127.01967621",37.58509827,127.01967621
84,"37.56681824, 127.02915192",37.56681824,127.02915192
85,"37.56863785, 127.17480469",37.56863785,127.17480469
86,"37.60308456, 127.0247879",37.60308456,127.0247879
87,"37.57429886, 127.08691406",37.57429886,127.08691406
88,"37.57762146, 127.05210876",37.57762146,127.05210876
89,"37.66250992, 127.03327942",37.66250992,127.03327942
90,"37.58256149, 127.05436707",37.58256149,127.05436707
91,"37.58745956, 127.09597015",37.58745956,127.09597015
92,"37.59130096, 127.0803299",37.59130096,127.0803299
93,"37.65533829, 127.04241943",37.65533829,127.04241943
94,"37.59732056, 127.08979797",37.59732056,127.08979797
95,"37.60305405, 127.07900238",37.60305405,127.07900238
96,"37.6063118, 127.10774231",37.6063118,127.10774231
97,"37.61817932, 127.05183411",37.61817932,127.05183411
98,"37.61545944, 127.06745148",37.61545944,127.06745148
99,"37.61963654, 127.08504486",37.61963654,127.08504486
100,"37.62661362, 127.07275391",37.62661362,127.07275391
101,"37.64207077, 127.07662201",37.64207077,127.07662201
102,"37.66379166, 127.07544708",37.66379166,127.07544708
1,"37.43727112, 126.90268707",37.43727112,126.90268707
2,"37.45145798, 126.90211487",37.45145798,126.90211487
3,"37.56267929, 126.82047272",37.56267929,126.82047272
4,"37.47793961, 126.82327271",37.47793961,126.82327271
5,"37.47934341, 126.82563782",37.47934341,126.82563782
6,"37.56520081, 126.82731628",37.56520081,126.82731628
7,"37.50190353, 126.82896423",37.50190353,126.82896423
8,"37.55335236, 126.83104706",37.55335236,126.83104706
9,"37.55524063, 126.8347168",37.55524063,126.8347168
10,"37.47320938, 126.8849411",37.47320938,126.8849411
11,"37.51699829, 126.83831787",37.51699829,126.83831787
12,"37.542099, 126.84021759",37.542099,126.84021759
13,"37.54275131, 126.84262085",37.54275131,126.84262085
14,"37.49676132, 126.84496307",37.49676132,126.84496307
15,"37.47877121, 126.95869446",37.47877121,126.95869446
16,"37.5218811, 126.85175323",37.5218811,126.85175323
17,"37.56103516, 126.85481262",37.56103516,126.85481262
18,"37.49723053, 126.85919189",37.49723053,126.85919189
19,"37.49649811, 126.86309814",37.49649811,126.86309814
20,"37.55166626, 126.86408997",37.55166626,126.86408997
21,"37.51037979, 126.8667984",37.51037979,126.8667984
22,"37.5343895, 126.86959839",37.5343895,126.86959839
23,"37.5146637, 126.87194061",37.5146637,126.87194061
24,"37.54670715, 126.87457275",37.54670715,126.87457275
25,"37.52455139, 126.87705231",37.52455139,126.87705231
26,"37.58131409, 126.88058472",37.58131409,126.88058472
27,"37.48856354, 126.92848206",37.48856354,126.92848206
28,"37.58265686, 126.88578796",37.58265686,126.88578796
29,"37.49526596, 126.88847351",37.49526596,126.88847351
30,"37.49414062, 126.88998413",37.49414062,126.88998413
31,"37.49851608, 126.89199066",37.49851608,126.89199066
32,"37.49420547, 126.98935699",37.49420547,126.98935699
33,"37.52113342, 126.89653778",37.52113342,126.89653778
34,"37.50532913, 126.89848328",37.50532913,126.89848328
35,"37.53471756, 126.90000153",37.53471756,126.90000153
36,"37.55134201, 126.90267181",37.55134201,126.90267181
37,"37.51012039, 126.90406799",37.51012039,126.90406799
38,"37.50061417, 126.98616028",37.50061417,126.98616028
39,"37.51665115, 126.9079895",37.51665115,126.9079895
40,"37.5556488, 126.91062927",37.5556488,126.91062927
41,"37.51828384, 126.9126358",37.51828384,126.9126358
42,"37.50449753, 126.93898773",37.50449753,126.93898773
43,"37.58966064, 126.91694641",37.58966064,126.91694641
44,"37.59437561, 126.91815948",37.59437561,126.91815948
45,"37.56516647, 126.91939545",37.56516647,126.91939545
46,"37.52626419, 126.92050934",37.52626419,126.92050934
47,"37.61780167, 126.92196655",37.61780167,126.92196655
48,"37.51083755, 126.96163177",37.51083755,126.96163177
49,"37.52222824, 126.92463684",37.52222824,126.92463684
50,"37.51293945, 126.93424225",37.51293945,126.93424225
51,"37.60169983, 126.92742157",37.60169983,126.92742157
52,"37.64408112, 126.92928314",37.64408112,126.92928314
53,"37.63310242, 126.9315033",37.63310242,126.9315033
54,"37.56238174, 126.93264771",37.56238174,126.93264771
55,"37.54254532, 126.93429565",37.54254532,126.93429565
56,"37.63734818, 126.93584442",37.63734818,126.93584442
57,"37.55550385, 126.93720245",37.55550385,126.93720245
58,"37.59115982, 126.94132996",37.59115982,126.94132996
59,"37.56406784, 126.94532776",37.56406784,126.94532776
60,"37.53442383, 126.94857025",37.53442383,126.94857025
61,"37.54906082, 126.95417786",37.54906082,126.95417786
62,"37.60760117, 126.95768738",37.60760117,126.95768738
63,"37.59725952, 126.96308899",37.59725952,126.96308899
64,"37.5695076, 126.9670105",37.5695076,126.9670105
65,"37.54489517, 126.96938324",37.54489517,126.96938324
66,"37.54407883, 126.97200012",37.54407883,126.97200012
67,"37.57594681, 126.97406006",37.57594681,126.97406006
68,"37.56661224, 126.9774704",37.56661224,126.9774704
69,"37.5592308, 126.98014069",37.5592308,126.98014069
70,"37.56035995, 126.98265076",37.56035995,126.98265076
71,"37.57035828, 126.98638153",37.57035828,126.98638153
72,"37.57019806, 126.99125671",37.57019806,126.99125671
73,"37.56138992, 126.9953537",37.56138992,126.9953537
74,"37.56605148, 126.99798584",37.56605148,126.99798584
75,"37.55199051, 127.15331268",37.55199051,127.15331268
76,"37.55429459, 127.01119995",37.55429459,127.01119995
77,"37.55514145, 127.07110596",37.55514145,127.07110596
78,"37.56443024, 127.00995636",37.56443024,127.00995636
79,"37.55916214, 127.15332031",37.55916214,127.15332031
80,"37.64959717, 127.01384735",37.64959717,127.01384735
81,"37.56129837, 127.16784668",37.56129837,127.16784668
82,"37.56256485, 127.1776123",37.56256485,127.1776123
83,"37.56460571, 127.03652191",37.56460571,127.03652191
84,"37.60710526, 127.02149963",37.60710526,127.02149963
85,"37.63561249, 127.022995",37.63561249,127.022995
86,"37.57217407, 127.07138824",37.57217407,127.07138824
87,"37.66207886, 127.02771759",37.66207886,127.02771759
88,"37.61395645, 127.03025055",37.61395645,127.03025055
89,"37.5799408, 127.07939911",37.5799408,127.07939911
90,"37.63437653, 127.03575134",37.63437653,127.03575134
91,"37.58779144, 127.03736115",37.58779144,127.03736115
92,"37.60043335, 127.04020691",37.60043335,127.04020691
93,"37.66566467, 127.0426712",37.66566467,127.0426712
94,"37.61963654, 127.04453278",37.61963654,127.04453278
95,"37.67766571, 127.04624176",37.67766571,127.04624176
96,"37.68826675, 127.04889679",37.68826675,127.04889679
97,"37.65039062, 127.05219269",37.65039062,127.05219269
98,"37.61602402, 127.08596802",37.61602402,127.08596802
99,"37.65354919, 127.05808258",37.65354919,127.05808258
100,"37.6484375, 127.0644455",37.6484375,127.0644455
101,"37.64265442, 127.10838318",37.64265442,127.10838318
102,"37.66907883, 127.07759094",37.66907883,127.07759094
1,"37.56155014, 126.81047821",37.56155014,126.81047821
2,"37.45177078, 126.91339874",37.45177078,126.91339874
3,"37.56231308, 126.82125854",37.56231308,126.82125854
4,"37.4589119, 126.89859009",37.4589119,126.89859009
5,"37.46103287, 126.88710022",37.46103287,126.88710022
6,"37.56254959, 126.82743835",37.56254959,126.82743835
7,"37.4681015, 126.98680115",37.4681015,126.98680115
8,"37.47046661, 126.93865204",37.47046661,126.93865204
9,"37.47198868, 126.95842743",37.47198868,126.95842743
10,"37.48859787, 126.83649445",37.48859787,126.83649445
11,"37.48223877, 126.83853149",37.48223877,126.83853149
12,"37.4762764, 126.88539124",37.4762764,126.88539124
13,"37.47705841, 126.88518524",37.47705841,126.88518524
14,"37.47805786, 126.960495",37.47805786,126.960495
15,"37.51705933, 126.84848785",37.51705933,126.84848785
16,"37.4860611, 126.85201263",37.4860611,126.85201263
17,"37.51515579, 126.85489655",37.51515579,126.85489655
18,"37.51472092, 126.85919952",37.51472092,126.85919952
19,"37.54143143, 126.86322021",37.54143143,126.86322021
20,"37.51584244, 126.86411285",37.51584244,126.86411285
21,"37.48423004, 126.9263916",37.48423004,126.9263916
22,"37.52490616, 126.86978912",37.52490616,126.86978912
23,"37.54748535, 126.87202454",37.54748535,126.87202454
24,"37.48621368, 126.87863922",37.48621368,126.87863922
25,"37.51690674, 126.87758636",37.51690674,126.87758636
26,"37.57012177, 126.88134766",37.57012177,126.88134766
27,"37.58752441, 126.88300323",37.58752441,126.88300323
28,"37.48939896, 126.90711212",37.48939896,126.90711212
29,"37.51715088, 126.8886261",37.51715088,126.8886261
30,"37.50971985, 126.89009857",37.50971985,126.89009857
31,"37.53587341, 126.8921814",37.53587341,126.8921814
32,"37.51615524, 126.89461517",37.51615524,126.89461517
33,"37.52826309, 126.89662933",37.52826309,126.89662933
34,"37.50611496, 126.89859009",37.50611496,126.89859009
35,"37.51202393, 126.90105438",37.51202393,126.90105438
36,"37.52638626, 126.90275574",37.52638626,126.90275574
37,"37.51322937, 126.90446472",37.51322937,126.90446472
38,"37.57987595, 126.90634918",37.57987595,126.90634918
39,"37.50217819, 126.94820404",37.50217819,126.94820404
40,"37.57889175, 126.91073608",37.57889175,126.91073608
41,"37.52863693, 126.91267395",37.52863693,126.91267395
42,"37.50456238, 126.94678497",37.50456238,126.94678497
43,"37.52816391, 126.91702271",37.52816391,126.91702271
44,"37.64310837, 126.91822052",37.64310837,126.91822052
45,"37.63825226, 126.91945648",37.63825226,126.91945648
46,"37.61978149, 126.92080688",37.61978149,126.92080688
47,"37.56465149, 126.92212677",37.56465149,126.92212677
48,"37.59347916, 126.92318726",37.59347916,126.92318726
49,"37.58369827, 126.9249649",37.58369827,126.9249649
50,"37.56612015, 126.92589569",37.56612015,126.92589569
51,"37.60394287, 126.92769623",37.60394287,126.92769623
52,"37.64208984, 126.92941284",37.64208984,126.92941284
53,"37.51729584, 126.95914459",37.51729584,126.95914459
54,"37.61843872, 126.93288422",37.61843872,126.93288422
55,"37.55295563, 126.93434143",37.55295563,126.93434143
56,"37.60100937, 126.93592834",37.60100937,126.93592834
57,"37.64131546, 126.93804169",37.64131546,126.93804169
58,"37.5271492, 126.95516205",37.5271492,126.95516205
59,"37.53993607, 126.94582367",37.53993607,126.94582367
60,"37.53142166, 126.95149994",37.53142166,126.95149994
61,"37.54990387, 126.95514679",37.54990387,126.95514679
62,"37.60012817, 126.95783234",37.60012817,126.95783234
63,"37.53607941, 126.97341919",37.53607941,126.97341919
64,"37.56472397, 126.96727753",37.56472397,126.96727753
65,"37.54165268, 126.97050476",37.54165268,126.97050476
66,"37.57436371, 126.97236633",37.57436371,126.97236633
67,"37.56029129, 126.97454834",37.56029129,126.97454834
68,"37.56887817, 126.9774704",37.56887817,126.9774704
69,"37.56134033, 126.98040009",37.56134033,126.98040009
70,"37.56983566, 126.98265839",37.56983566,126.98265839
71,"37.56447601, 126.98696899",37.56447601,126.98696899
