Unnamed: 0,stationId,id,stationName,rackTotCnt,stationLatitude,stationLongitude,address_name,region_1depth_name,region_2depth_name,region_3depth_name,main_address_no,sub_address_no,username,areaid
945,ST-1585,1296,석촌호수교차로 (송파나루근린공원 앞),12,37.50867844,127.1034317,서울 송파구 잠실동 47,서울,송파구,잠실동,47.0,,bike46,46
946,ST-1586,1297,석촌호수교차로(동호 팔각정 앞),12,37.50920105,127.10411835,서울 송파구 신천동 32,서울,송파구,신천동,32.0,,bike46,46
947,ST-1588,1299,송파소방서 (방이119안전센터),17,37.51987839,127.13671112,서울 송파구 방이동 89-29,서울,송파구,방이동,89.0,29.0,bike54,54
948,ST-1589,1300,오륜사거리,17,37.50693893,127.13922119,서울 송파구 방이동 452-17,서울,송파구,방이동,452.0,17.0,bike45,45
949,ST-825,1302,한성대입구역6번출구 뒤,7,37.58876419,127.00630951,서울 성북구 동소문동1가 16,서울,성북구,동소문동1가,16.0,,bike77,77
950,ST-931,1303,돈암초교 입구,12,37.59169388,127.01249695,서울 성북구 동소문동4가 256,서울,성북구,동소문동4가,256.0,,bike79,79
951,ST-826,1304,만해공원,17,37.59440231,126.99230957,서울 성북구 성북동 230-1,서울,성북구,성북동,230.0,1.0,bike72,72
952,ST-947,1305,성북구청,17,37.58932877,127.01643372,서울 성북구 삼선동5가 411,서울,성북구,삼선동5가,411.0,,bike82,82
953,ST-842,1306,한성대입구역2번출구,12,37.58844757,127.00670624,서울 성북구 동소문동2가 2-1,서울,성북구,동소문동2가,2.0,1.0,bike77,77
954,ST-827,1308,안암로터리 버스정류장 앞,20,37.58259201,127.02897644,서울 성북구 안암동5가 134-1,서울,성북구,안암동5가,134.0,1.0,bike88,88
955,ST-559,1314,정릉꿈에그린1단지 201동 앞,10,37.60243988,127.01168823,서울 성북구 정릉동 966-62,서울,성북구,정릉동,966.0,62.0,bike79,79
956,ST-560,1315,고려사대부속중고 정문,12,37.60776138,127.00328064,서울 성북구 정릉동 660,서울,성북구,정릉동,660.0,,bike76,76
957,ST-562,1316,고려사대부속중고 건너편 ,22,37.60726166,127.00283813,서울 성북구 정릉동 649-12,서울,성북구,정릉동,649.0,12.0,bike76,76
958,ST-563,1318,길음역 3번출구 뒤,12,37.60308456,127.0247879,서울 성북구 길음동 1276-2,서울,성북구,길음동,1276.0,2.0,bike86,86
959,ST-597,1320,LG베스트샵 종암점,12,37.59928513,127.03462219,서울 성북구 종암동 88-1,서울,성북구,종암동,88.0,1.0,bike90,90
960,ST-655,1321,국민은행 종암동지점 앞,16,37.59328842,127.03666687,서울 성북구 종암동 8-2,서울,성북구,종암동,8.0,2.0,bike91,91
961,ST-565,1322,래미안라센트아파트 103동 앞,12,37.59806824,127.03927612,서울 성북구 종암동 134,서울,성북구,종암동,134.0,,bike92,92
962,ST-567,1323,월곡역 입구 육교 밑,12,37.60043335,127.04020691,서울 성북구 종암동 110-31,서울,성북구,종암동,110.0,31.0,bike92,92
963,ST-571,1325,상월곡역 4번출구,12,37.60580826,127.04773712,서울 성북구 상월곡동 산 7-8,서울,성북구,상월곡동,7.0,8.0,bike96,96
964,ST-572,1326,상월곡역 1번출구,12,37.60606766,127.0473175,서울 성북구 상월곡동 55-56,서울,성북구,상월곡동,55.0,56.0,bike96,96
965,ST-574,1327,상월곡역 3번출구,12,37.60734177,127.05068207,서울 성북구 상월곡동 23-35,서울,성북구,상월곡동,23.0,35.0,bike96,96
966,ST-910,1328,월곡역 3번출구,12,37.6026268,127.04163361,서울 성북구 하월곡동 37-6,서울,성북구,하월곡동,37.0,6.0,bike93,93
967,ST-578,1332,석계역 5번출구 건너편,12,37.61355591,127.06609344,서울 성북구 석관동 134-1,서울,성북구,석관동,134.0,1.0,bike98,98
968,ST-579,1333,석관초등학교 앞,17,37.61052322,127.05979919,서울 성북구 석관동 197-18,서울,성북구,석관동,197.0,18.0,bike97,97
969,ST-580,1334,석관동주민센터 앞,12,37.61299896,127.06130981,서울 성북구 석관동 384-37,서울,성북구,석관동,384.0,37.0,bike97,97
970,ST-1200,1336,성북3교 위,22,37.59125137,127.01400757,서울 성북구 삼선동4가 104-1,서울,성북구,삼선동4가,104.0,1.0,bike80,80
971,ST-1201,1337,돈암성당 옆,12,37.59038162,127.01713562,서울 성북구 동선동2가 1-5,서울,성북구,동선동2가,1.0,5.0,bike82,82
972,ST-1202,1338,용문2교 옆,17,37.5868988,127.02075195,서울 성북구 안암동2가 93-1,서울,성북구,안암동2가,93.0,1.0,bike84,84
973,ST-1203,1339,삼성전자서비스 성북센터,11,37.610569,127.0335083,서울 성북구 하월곡동 81-572,서울,성북구,하월곡동,81.0,572.0,bike89,89
974,ST-1204,1340,광운초등학교 앞,13,37.61784363,127.05500031,서울 성북구 장위동 134-27,서울,성북구,장위동,134.0,27.0,bike98,98
975,ST-1206,1342,성북쉼터 앞,17,37.59261703,126.99793243,서울 성북구 성북동 118-2,서울,성북구,성북동,118.0,2.0,bike74,74
976,ST-1207,1343,한성대7번출구 앞,12,37.58924866,127.00737762,서울 성북구 동소문동1가 30,서울,성북구,동소문동1가,30.0,,bike78,78
977,ST-1208,1344,아리랑시네센터 앞,12,37.60028839,127.01370239,서울 성북구 돈암동 538-197,서울,성북구,돈암동,538.0,197.0,bike80,80
978,ST-1210,1346,길음8골어린이공원 옆,17,37.60897827,127.02024841,서울 성북구 길음동 1285-9,서울,성북구,길음동,1285.0,9.0,bike84,84
979,ST-1211,1347,길음래미안아파트817동 상가 앞,22,37.60710526,127.02149963,서울 성북구 길음동 1284-17,서울,성북구,길음동,1284.0,17.0,bike84,84
980,ST-1212,1348,성북제일새마을금고 본점 앞,14,37.60475159,127.02275848,서울 성북구 길음동 1283-4,서울,성북구,길음동,1283.0,4.0,bike85,85
981,ST-1213,1349,월계2교 버스정류장 앞,12,37.62382889,127.05020142,,,,,,,bike97,97
982,ST-1215,1351,안암2교 옆,10,37.5794487,127.02419281,서울 성북구 안암동4가 25-1,서울,성북구,안암동4가,25.0,1.0,bike86,86
983,ST-1216,1352,e 편한세상 보문아파트 내,10,37.58388138,127.01709747,서울 성북구 보문동3가 229-1,서울,성북구,보문동3가,229.0,1.0,bike82,82
984,ST-1217,1353,금호어울림센터힐 내,10,37.60083008,127.02355194,서울 성북구 돈암동 643,서울,성북구,돈암동,643.0,,bike86,86
985,ST-1317,1354,고려대학교 2번출구,20,37.5907135,127.03619385,서울 성북구 종암동 29-18,서울,성북구,종암동,29.0,18.0,bike91,91
986,ST-1347,1355,보문2교,22,37.58869934,127.01891327,서울 성북구 안암동1가 20-2,서울,성북구,안암동1가,20.0,2.0,bike83,83
987,ST-1383,1357,북한산보국문역,22,37.61207199,127.00813293,서울 성북구 정릉동 966-327,서울,성북구,정릉동,966.0,327.0,bike78,78
988,ST-1384,1358,정릉도서관 앞,9,37.60478973,127.01058197,서울 성북구 정릉동 966-1,서울,성북구,정릉동,966.0,1.0,bike78,78
989,ST-1385,1359,장위뉴타운 꿈에 숲 코오롱 하늘채 앞,22,37.61980057,127.04509735,서울 성북구 장위동 319-2,서울,성북구,장위동,319.0,2.0,bike95,95
990,ST-1386,1360,정릉역,12,37.60309601,127.01350403,서울 성북구 정릉동 139-80,서울,성북구,정릉동,139.0,80.0,bike80,80
991,ST-1424,1361,홍익중고 입구,22,37.5928421,127.00212097,서울 성북구 성북동 136-2,서울,성북구,성북동,136.0,2.0,bike75,75
992,ST-1454,1362,보문역6번출구 앞,12,37.58509827,127.01967621,서울 성북구 보문동1가 147-70,서울,성북구,보문동1가,147.0,70.0,bike83,83
993,ST-1455,1363,보문4교 인근,17,37.58375168,127.02194977,서울 성북구 안암동3가 86-1,서울,성북구,안암동3가,86.0,1.0,bike84,84
994,ST-1456,1364,성북동 치안센터 앞,12,37.59017181,127.00408936,서울 성북구 성북동1가 75-2,서울,성북구,성북동1가,75.0,2.0,bike76,76
995,ST-1457,1365,선잠단지 앞,17,37.5933609,126.9990921,서울 성북구 성북동 63-46,서울,성북구,성북동,63.0,46.0,bike74,74
996,ST-1458,1366,일신초등학교 옆,12,37.59972,127.04038239,서울 성북구 종암동 1-3,서울,성북구,종암동,1.0,3.0,bike92,92
997,ST-1459,1367,길음문화복합미디어센터,17,37.60404587,127.0226593,서울 성북구 길음동 1286-10,서울,성북구,길음동,1286.0,10.0,bike85,85
998,ST-1460,1368,성신여대입구 교차로,12,37.59148026,127.02010345,서울 성북구 동선동3가 233,서울,성북구,동선동3가,233.0,,bike84,84
999,ST-1633,1369,미아사거리,17,37.60913086,127.0300293,서울 성북구 길음동 15-3,서울,성북구,길음동,15.0,3.0,bike88,88
1000,ST-1634,1370,복자사랑 피정의 집,22,37.59453964,126.99520874,서울 성북구 성북동 119-4,서울,성북구,성북동,119.0,4.0,bike73,73
1001,ST-1636,1372,KEB은행 고대점,17,37.58644485,127.03160095,서울 성북구 안암동5가 30-1,서울,성북구,안암동5가,30.0,1.0,bike89,89
1002,ST-1637,1373,성북구보건소 건너편,10,37.60229111,127.03897858,서울 성북구 종암동 113-1,서울,성북구,종암동,113.0,1.0,bike92,92
1003,ST-1723,1375,생명의 전화 종합복지관 앞 교차로,22,37.60390854,127.0373764,서울 성북구 하월곡동 96-1,서울,성북구,하월곡동,96.0,1.0,bike91,91
1004,ST-1745,1376,한국과학기술연구원 중문,9,37.59732056,127.04380798,서울 성북구 하월곡동 39-1,서울,성북구,하월곡동,39.0,1.0,bike94,94
1005,ST-1746,1377,한국과학기술연구원 북문,12,37.60395813,127.04534149,서울 성북구 하월곡동 39-1,서울,성북구,하월곡동,39.0,1.0,bike95,95
1006,ST-2221,1379,길음뉴타운푸르지오아파트 3단지,15,37.60935974,127.01817322,서울 성북구 길음동 1280-2,서울,성북구,길음동,1280.0,2.0,bike83,83
1007,ST-2222,1380,월곡역 5번출구 앞,10,37.60108566,127.04123688,서울 성북구 하월곡동 96-248,서울,성북구,하월곡동,96.0,248.0,bike93,93
1008,ST-2223,1381,석계역 4번출구 뒤,10,37.61478424,127.06700134,서울 성북구 석관동 375-97,서울,성북구,석관동,375.0,97.0,bike98,98
1009,ST-2406,1382,래미안월곡아파트 입구,10,37.60843277,127.03632355,서울 성북구 하월곡동 222-8,서울,성북구,하월곡동,222.0,8.0,bike91,91
1010,ST-2225,1384,성신여대입구역 5번출구,10,37.59282684,127.01628876,서울 성북구 동소문동6가 140-5,서울,성북구,동소문동6가,140.0,5.0,bike82,82
1011,ST-2226,1385,성신여대입구역 3번출구 앞,10,37.59236526,127.01628876,서울 성북구 동소문동5가 75,서울,성북구,동소문동5가,75.0,,bike82,82
1012,ST-2227,1386,동선고가차도 초입,10,37.59415817,127.01896667,서울 성북구 동선동1가 120-6,서울,성북구,동선동1가,120.0,6.0,bike83,83
1013,ST-2229,1388,커핀그루나루,10,37.59088135,127.01170349,서울 성북구 동소문동3가 66-1,서울,성북구,동소문동3가,66.0,1.0,bike79,79
1014,ST-2231,1390,석관래미안아트리치,10,37.60646057,127.06162262,서울 성북구 석관동 323-2,서울,성북구,석관동,323.0,2.0,bike96,96
1015,ST-2232,1391,성북청소년센터,20,37.61707306,127.0562439,서울 성북구 장위동 135-1,서울,성북구,장위동,135.0,1.0,bike99,99
1016,ST-2233,1392,돈암삼성풍림아파트,10,37.5970993,127.02262878,서울 성북구 돈암동 632-6,서울,성북구,돈암동,632.0,6.0,bike85,85
1017,ST-2234,1393,돈암육교 하단,10,37.59802628,127.02140808,서울 성북구 돈암동 51-10,서울,성북구,돈암동,51.0,10.0,bike84,84
1018,ST-2235,1394,길음뉴타운 래미안9단지,10,37.60241699,127.01971436,서울 성북구 정릉동 966-1,서울,성북구,정릉동,966.0,1.0,bike83,83
1019,ST-2236,1395,래미안장위포레카운티(102동),20,37.61817932,127.05183411,서울 성북구 장위동 144-69,서울,성북구,장위동,144.0,69.0,bike97,97
1020,ST-2237,1396,래미안장위퍼스트하이(513동),20,37.61844254,127.05145264,서울 성북구 장위동 201-6,서울,성북구,장위동,201.0,6.0,bike97,97
1021,ST-2238,1397,래미안월곡아파트 (창문여고 건터편),10,37.61210251,127.03659058,서울 성북구 하월곡동 225,서울,성북구,하월곡동,225.0,,bike91,91
1022,ST-558,1401,극동늘푸른아파트,17,37.61473846,127.07636261,서울 중랑구 묵동 379,서울,중랑구,묵동,379.0,,bike98,98
1023,ST-561,1402,금란주차장 앞,12,37.60007095,127.10233307,서울 중랑구 망우동 360-1,서울,중랑구,망우동,360.0,1.0,bike95,95
1024,ST-566,1403,중화빌딩 앞 (동부시장),17,37.59424973,127.07657623,서울 중랑구 중화동 208-23,서울,중랑구,중화동,208.0,23.0,bike93,93
1025,ST-599,1404,동일로 지하차도,12,37.59529877,127.08003235,서울 중랑구 중화동 207,서울,중랑구,중화동,207.0,,bike94,94
1026,ST-568,1405,망우역 1번출구,12,37.59909821,127.09294891,서울 중랑구 상봉동 51-2,서울,중랑구,상봉동,51.0,2.0,bike95,95
1027,ST-569,1406,망우청소년수련관,12,37.60625076,127.10826874,서울 중랑구 망우동 241-2,서울,중랑구,망우동,241.0,2.0,bike96,96
1028,ST-847,1407,먹골역 1번출구 뒤,12,37.61151123,127.07788849,서울 중랑구 묵동 189-5,서울,중랑구,묵동,189.0,5.0,bike97,97
1029,ST-570,1408,먹골역 6번출구 앞,12,37.61072159,127.0774765,서울 중랑구 묵동 239-76,서울,중랑구,묵동,239.0,76.0,bike97,97
1030,ST-573,1410,면목 대원칸타빌아파트,12,37.57778168,127.09018707,서울 중랑구 면목동 581,서울,중랑구,면목동,581.0,,bike88,88
1031,ST-912,1411,상봉시장앞 교차로 한성빌딩 앞,12,37.59254074,127.08673859,서울 중랑구 면목동 91-69,서울,중랑구,면목동,91.0,69.0,bike93,93
1032,ST-575,1412,면목초등학교,12,37.59096146,127.08706665,서울 중랑구 면목동 121-25,서울,중랑구,면목동,121.0,25.0,bike92,92
1033,ST-577,1413,봉화산역 5번출구 뒤,12,37.61756134,127.09030914,서울 중랑구 묵동 20,서울,중랑구,묵동,20.0,,bike99,99
1034,ST-849,1414,사가정역 1번출구,12,37.58164597,127.08843231,서울 중랑구 면목동 496-1,서울,중랑구,면목동,496.0,1.0,bike90,90
1035,ST-583,1418,새솔초등학교,17,37.61743927,127.10901642,서울 중랑구 신내동 243-1,서울,중랑구,신내동,243.0,1.0,bike99,99
1036,ST-585,1420,신내어울공원 앞,17,37.61423111,127.09676361,서울 중랑구 신내동 316-4,서울,중랑구,신내동,316.0,4.0,bike98,98
1037,ST-586,1421,신내역 4번출구,22,37.61246109,127.1033783,서울 중랑구 망우동 320-10,서울,중랑구,망우동,320.0,10.0,bike97,97
1038,ST-587,1422,신내우디안아파트 1단지,12,37.62009811,127.10646057,서울 중랑구 신내동 256-52,서울,중랑구,신내동,256.0,52.0,bike99,99
1039,ST-588,1424,양원역 2번출구,12,37.6063118,127.10774231,서울 중랑구 망우동 253-4,서울,중랑구,망우동,253.0,4.0,bike96,96
1040,ST-589,1425,용마문화복지센터,12,37.58745956,127.09597015,서울 중랑구 면목동 1527,서울,중랑구,면목동,1527.0,,bike91,91
1041,ST-590,1426,면목도시개발아파트 1동 앞,17,37.57358932,127.08682251,서울 중랑구 면목동 1382,서울,중랑구,면목동,1382.0,,bike87,87
1042,ST-852,1427,용마산역 1번출구,12,37.57429886,127.08691406,서울 중랑구 면목동 693,서울,중랑구,면목동,693.0,,bike87,87
1043,ST-853,1428,원묵고등학교,12,37.61602402,127.08596802,서울 중랑구 묵동 23,서울,중랑구,묵동,23.0,,bike98,98
1044,ST-854,1429,장안중학교,17,37.59995651,127.08000183,서울 중랑구 중화동 288-27,서울,중랑구,중화동,288.0,27.0,bike95,95
1045,ST-855,1430,중랑구청,22,37.60615158,127.09259796,서울 중랑구 신내동 662,서울,중랑구,신내동,662.0,,bike96,96
1046,ST-856,1431,중랑구청 사거리,12,37.60649872,127.09545135,서울 중랑구 신내동 667-1,서울,중랑구,신내동,667.0,1.0,bike96,96
1047,ST-857,1433,중화역 2번출구,12,37.60207748,127.07958221,서울 중랑구 중화동 286-25,서울,중랑구,중화동,286.0,25.0,bike95,95
1048,ST-592,1434,홈플러스 면목동점,17,37.57986832,127.08236694,서울 중랑구 면목동 168-2,서울,중랑구,면목동,168.0,2.0,bike89,89
1049,ST-593,1435,능산삼거리,17,37.60868073,127.10079193,서울 중랑구 신내동 379-1,서울,중랑구,신내동,379.0,1.0,bike97,97
1050,ST-594,1436,영풍마드레빌,17,37.60588074,127.10063171,서울 중랑구 신내동 801,서울,중랑구,신내동,801.0,,bike96,96
1051,ST-595,1437,늘푸른공원 앞,17,37.5834198,127.07992554,서울 중랑구 면목동 162-22,서울,중랑구,면목동,162.0,22.0,bike90,90
1052,ST-596,1438,홈플러스 신내점 앞,17,37.61616898,127.09348297,서울 중랑구 신내동 645,서울,중랑구,신내동,645.0,,bike98,98
1053,ST-942,1440,하나은행 면목지점,12,37.58637238,127.0800705,서울 중랑구 면목동 151-2,서울,중랑구,면목동,151.0,2.0,bike91,91
1054,ST-584,1441,신내능말공원,17,37.61671066,127.11073303,서울 중랑구 신내동 산 22-1,서울,중랑구,신내동,22.0,1.0,bike99,99
1055,ST-1093,1442,(구)신한은행 중랑교지점,10,37.59859085,127.07981873,서울 중랑구 중화동 301-24,서울,중랑구,중화동,301.0,24.0,bike94,94
1056,ST-1094,1443,구립망우청소년독서실,12,37.59552002,127.09877777,서울 중랑구 망우동 461-8,서울,중랑구,망우동,461.0,8.0,bike94,94
1057,ST-1095,1444,면목4치안센터,12,37.57402802,127.08054352,서울 중랑구 면목동 715,서울,중랑구,면목동,715.0,,bike87,87
1058,ST-1096,1445,용마지구대,12,37.5799408,127.07939911,서울 중랑구 면목동 169-1,서울,중랑구,면목동,169.0,1.0,bike89,89
1059,ST-1097,1446,중랑전화국 교차로,12,37.59130096,127.0803299,서울 중랑구 면목동 282-8,서울,중랑구,면목동,282.0,8.0,bike92,92
1060,ST-1098,1447,면목역 3번출구,17,37.58890152,127.08728027,서울 중랑구 면목동 120-2,서울,중랑구,면목동,120.0,2.0,bike92,92
1061,ST-1099,1448,코스트코 상봉점,17,37.59732056,127.08979797,서울 중랑구 상봉동 160-3,서울,중랑구,상봉동,160.0,3.0,bike94,94
1062,ST-1332,1449,상봉역 1번출구,17,37.59655762,127.08583832,서울 중랑구 상봉동 160-4,서울,중랑구,상봉동,160.0,4.0,bike94,94
1063,ST-1333,1450,화랑대역 7번출구,12,37.61963654,127.08504486,서울 중랑구 묵동 6-3,서울,중랑구,묵동,6.0,3.0,bike99,99
1064,ST-1334,1451,중랑세무서,12,37.59275818,127.07266998,서울 중랑구 상봉동 160-13,서울,중랑구,상봉동,160.0,13.0,bike93,93
1065,ST-1335,1452,겸재교 진입부,17,37.58565521,127.07505035,서울 중랑구 면목동 1031-41,서울,중랑구,면목동,1031.0,41.0,bike91,91
1066,ST-1345,1453,중랑캠핑숲,11,37.60460281,127.10925293,서울 중랑구 망우동 80-2,서울,중랑구,망우동,80.0,2.0,bike96,96
1067,ST-1346,1454,한국전력공사(동대문 중랑지사),12,37.6073494,127.07859039,서울 중랑구 묵동 181-4,서울,중랑구,묵동,181.0,4.0,bike97,97
1068,ST-1375,1455,상봉역 2번 출구,12,37.59632874,127.08589935,서울 중랑구 상봉동 160-4,서울,중랑구,상봉동,160.0,4.0,bike94,94
1069,ST-1380,1456,상아빌딩(우림시장 교차로),12,37.59511185,127.10032654,서울 중랑구 망우동 546-12,서울,중랑구,망우동,546.0,12.0,bike93,93
1070,ST-1381,1457,동원사거리,12,37.58975983,127.09323883,서울 중랑구 면목동 49-12,서울,중랑구,면목동,49.0,12.0,bike92,92
1071,ST-1451,1458,상봉터미널2,11,37.59733963,127.09308624,서울 중랑구 망우동 534-58,서울,중랑구,망우동,534.0,58.0,bike94,94
1072,ST-1452,1459,용마한신아파트사거리,12,37.58034897,127.09265137,서울 중랑구 면목동 1086-79,서울,중랑구,면목동,1086.0,79.0,bike89,89
1073,ST-2282,1461,동양엔파트 앞,12,37.593853,127.07507324,서울 중랑구 중화동 208-33,서울,중랑구,중화동,208.0,33.0,bike93,93
1074,ST-2283,1462,동부시장 북문 앞,9,37.59386826,127.07652283,서울 중랑구 상봉동 129-3,서울,중랑구,상봉동,129.0,3.0,bike93,93
1075,ST-2284,1463,중랑구민회관,10,37.57407761,127.08500671,서울 중랑구 면목동 378-10,서울,중랑구,면목동,378.0,10.0,bike87,87
1076,ST-2285,1464,중화역 4번출구,15,37.60305405,127.07900238,서울 중랑구 중화동 50-2,서울,중랑구,중화동,50.0,2.0,bike95,95
1077,ST-2286,1465,중랑공영차고지 옆,15,37.61314774,127.10514832,서울 중랑구 신내동 63-6,서울,중랑구,신내동,63.0,6.0,bike97,97
1078,ST-2287,1466,두산대림아파트 삼거리,10,37.61882401,127.08757019,서울 중랑구 묵동 8,서울,중랑구,묵동,8.0,,bike99,99
1079,ST-2288,1467,sk신내 주유소앞(용마산로),10,37.61362076,127.10115051,서울 중랑구 신내동 353-2,서울,중랑구,신내동,353.0,2.0,bike98,98
1080,ST-2289,1468,먹골역 7번 출구,10,37.6114769,127.07739258,서울 중랑구 묵동 189-5,서울,중랑구,묵동,189.0,5.0,bike97,97
1081,ST-2290,1469,먹골역 4번출구,20,37.60982132,127.07813263,서울 중랑구 묵동 180-55,서울,중랑구,묵동,180.0,55.0,bike97,97
1082,ST-2291,1470,중화동 우리은행 앞,20,37.60520172,127.07858276,서울 중랑구 중화동 50-1,서울,중랑구,중화동,50.0,1.0,bike96,96
1083,ST-2292,1471,동양쇼핑 정류소 앞,10,37.61535263,127.07849121,서울 중랑구 묵동 190-2,서울,중랑구,묵동,190.0,2.0,bike98,98
1084,ST-2293,1472,영성빌딩(PAT),8,37.60408401,127.07923126,서울 중랑구 중화동 284-1,서울,중랑구,중화동,284.0,1.0,bike95,95
1085,ST-2294,1473,중랑역 1번 출구(중화문화복지센터),10,37.59489059,127.07495117,서울 중랑구 중화동 321-129,서울,중랑구,중화동,321.0,129.0,bike93,93
1086,ST-2295,1474,서울중랑우체국,10,37.59581375,127.08283997,서울 중랑구 상봉동 116-20,서울,중랑구,상봉동,116.0,20.0,bike94,94
1087,ST-2298,1477,면목삼익아파트 앞,15,37.57598495,127.0796051,서울 중랑구 면목동 1516,서울,중랑구,면목동,1516.0,,bike88,88
1088,ST-2299,1478,홈플러스 상봉점 앞,10,37.59788513,127.09126282,서울 중랑구 상봉동 160-3,서울,중랑구,상봉동,160.0,3.0,bike94,94
1089,ST-2300,1479,면목 홈플러스 2 ,10,37.58105469,127.08209229,서울 중랑구 면목동 168-2,서울,중랑구,면목동,168.0,2.0,bike90,90
1090,ST-2301,1480,용마지구대 옆,15,37.58111191,127.08010101,서울 중랑구 면목동 168-2,서울,중랑구,면목동,168.0,2.0,bike90,90
1091,ST-948,1501,"미아역 3번,4번 출구 사이",11,37.62607956,127.02648163,서울 강북구 미아동 121-19,서울,강북구,미아동,121.0,19.0,bike87,87
1092,ST-643,1503,이디야 커피 수유역점 앞,14,37.63927841,127.02675629,서울 강북구 수유동 140,서울,강북구,수유동,140.0,,bike87,87
1093,ST-644,1504,다이소 삼양시장점,12,37.62415695,127.01862335,서울 강북구 미아동 750,서울,강북구,미아동,750.0,,bike83,83
1094,ST-645,1506,강북문화예술회관,22,37.64032745,127.01335907,서울 강북구 수유동 360-10,서울,강북구,수유동,360.0,10.0,bike80,80
1095,ST-859,1509,서울북부수도사업소,12,37.63437653,127.03575134,서울 강북구 번동 431-8,서울,강북구,번동,431.0,8.0,bike90,90
1096,ST-860,1510,번동주공5단지 관리사무소 앞,12,37.63371658,127.03551483,서울 강북구 번동 230,서울,강북구,번동,230.0,,bike90,90
1097,ST-861,1511,번동 금호어울림아파트102동앞,11,37.63112259,127.03603363,서울 강북구 번동 656-2,서울,강북구,번동,656.0,2.0,bike90,90
1098,ST-862,1512,강북중학교 앞,22,37.64473724,127.02656555,서울 강북구 수유동 694,서울,강북구,수유동,694.0,,bike87,87
1099,ST-863,1513,강북구청 뒷편,22,37.63967133,127.02519989,서울 강북구 수유동 192-59,서울,강북구,수유동,192.0,59.0,bike86,86
1100,ST-646,1514,강북구청 사거리 버스정류소 앞,12,37.63880539,127.02835846,서울 강북구 번동 417-99,서울,강북구,번동,417.0,99.0,bike87,87
1101,ST-648,1515,송천동 주민센터,12,37.61828613,127.02404785,서울 강북구 미아동 860-116,서울,강북구,미아동,860.0,116.0,bike86,86
1102,ST-652,1516,우이초등학교 후문 옆,12,37.63870621,127.01590729,서울 강북구 수유동 409-6,서울,강북구,수유동,409.0,6.0,bike81,81
1103,ST-654,1518,SK telecom(수유직영점) 앞,12,37.64308548,127.01616669,서울 강북구 수유동 340-7,서울,강북구,수유동,340.0,7.0,bike82,82
1104,ST-651,1519,세븐일레븐 수유장미원점 앞,12,37.64545059,127.01561737,서울 강북구 수유동 317-3,서울,강북구,수유동,317.0,3.0,bike81,81
1105,ST-650,1520,성실교회,12,37.63986206,127.022789,서울 강북구 수유동 221-49,서울,강북구,수유동,221.0,49.0,bike85,85
1106,ST-864,1522,월드전기조명인테리어(우이동),12,37.65447235,127.01275635,서울 강북구 우이동 100-6,서울,강북구,우이동,100.0,6.0,bike79,79
1107,ST-647,1525,미아동 복합청사,12,37.62714005,127.02669525,서울 강북구 미아동 197-1,서울,강북구,미아동,197.0,1.0,bike87,87
1108,ST-1100,1526,수유동 채선당앞,10,37.64173889,127.02462769,서울 강북구 수유동 178-45,서울,강북구,수유동,178.0,45.0,bike86,86
1109,ST-1101,1527,미아역 1번 출구 뒤,12,37.62733459,127.02605438,서울 강북구 미아동 196,서울,강북구,미아동,196.0,,bike87,87
1110,ST-1102,1528,삼각산동 주민센터,12,37.61503601,127.02069855,서울 강북구 미아동 813-3,서울,강북구,미아동,813.0,3.0,bike84,84
1111,ST-1103,1529,미아동 한국전력공사,17,37.63018036,127.02490997,서울 강북구 미아동 190-1,서울,강북구,미아동,190.0,1.0,bike86,86
1112,ST-1104,1530,광산사거리,12,37.64355087,127.0223465,서울 강북구 수유동 231-2,서울,강북구,수유동,231.0,2.0,bike85,85
1113,ST-1105,1531,미아사거리 1번 출구,12,37.61395645,127.03025055,서울 강북구 미아동 70-5,서울,강북구,미아동,70.0,5.0,bike88,88
1114,ST-1106,1532,번3동 주민센터 교차로,12,37.62635422,127.0474472,서울 강북구 번동 2-2,서울,강북구,번동,2.0,2.0,bike96,96
1115,ST-1107,1533,"번동 주공3, 4단지 교차로",12,37.62991714,127.04091644,서울 강북구 번동 237,서울,강북구,번동,237.0,,bike93,93
1116,ST-1108,1534,북서울 꿈의 숲 동문,22,37.61963654,127.04453278,서울 강북구 번동 90,서울,강북구,번동,90.0,,bike94,94
1117,ST-1109,1535,효성인텔리안 앞,12,37.6362915,127.02337646,서울 강북구 수유동 230-7,서울,강북구,수유동,230.0,7.0,bike86,86
1118,ST-1110,1536,번동 두산위브 101동 옆,22,37.63626099,127.03217316,서울 강북구 번동 410-5,서울,강북구,번동,410.0,5.0,bike89,89
1119,ST-1387,1537,북한산 우이역,12,37.66366577,127.01242828,서울 강북구 우이동 2,서울,강북구,우이동,2.0,,bike79,79
1120,ST-1388,1538,솔밭공원역,10,37.65615845,127.01313782,서울 강북구 우이동 57-32,서울,강북구,우이동,57.0,32.0,bike79,79
1121,ST-1389,1539,4.19민주묘지역,12,37.64967346,127.01345062,서울 강북구 우이동 72-149,서울,강북구,우이동,72.0,149.0,bike80,80
1122,ST-1390,1540,가오리역,12,37.64167023,127.01688385,서울 강북구 수유동 371-1,서울,강북구,수유동,371.0,1.0,bike82,82
1123,ST-1391,1541,삼양역,12,37.62652969,127.01805878,서울 강북구 미아동 791-952,서울,강북구,미아동,791.0,952.0,bike83,83
